subject_id,title,release_year,region,tags,rating,votes,chart_rank,page_url,poster_url,poster_local,directors,casts,aliases,duration,imdb_id,source_label,crawled_at,summary
1297518,九品芝麻官,1994,中国香港,"剧情,喜剧,古装",8.8,797766,143,https://movie.douban.com/subject/1297518/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p648370300.jpg,posters/1297518.jpg,王晶,周星驰 / 吴孟达 / 张敏 / 徐锦江 / 钟丽缇 / 蔡少芬 / 吴启华 / 邹兆龙 / 梁荣忠 / 黄一飞,,108分钟,,https://movie.douban.com/top250,2026-05-06 14:00:05,"【豆友UsiiPHYb5I · 推荐】
014805

【信之🍀 · 力荐】
星爷非常讽刺的作品 邪恶战胜了邪恶 想来真是😄

【我的香香袜子呢 · 推荐】
审死官plus版！
吵架王石榴姐真不考虑卖课吗🧘‍♀️

【多喝水多学习 · 力荐】
太好笑了，好久没看过这么高质量的电影了，想出这种剧情的人简直就是个天才"
6307447,被解救的姜戈,2012,美国,"剧情,动作,西部,冒险",8.8,695621,144,https://movie.douban.com/subject/6307447/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1800813767.jpg,posters/6307447.jpg,,,,,,https://movie.douban.com/top250,2026-05-06 14:00:05,
26799731,请以你的名字呼唤我,2017,意大利 法国 巴西 美国,"剧情,爱情,同性",8.8,828083,145,https://movie.douban.com/subject/26799731/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2505525050.jpg,posters/26799731.jpg,卢卡·瓜达尼诺,艾米·汉莫 / 提莫西·查拉梅 / 迈克尔·斯图巴 / 阿蜜拉·卡萨 / 艾斯特·加瑞尔 / 维克图瓦尔·杜布瓦 / 旺妲·卡布里奥罗 / 安东尼奥·里莫尔迪 / 埃琳娜·布奇 / 马可·斯格罗索,,132分钟,,https://movie.douban.com/top250,2026-05-06 14:00:05,"【好想长肌肉 · 推荐】
我愿意越过我的道德和良心给骗婚gay电影打四星，好美的夏天

【NOT SORRY · 较差】
画面和音乐加分了否则就是一星，再怎么包装也是高浓度骗婚，说超越了友情和爱情的人脑子坏了？别什么都友情都超越。。神经！不就是性和荷尔蒙吗，没看出这两个人感情有任何深度

【ㅤ · 还行】
等夏天结束和它的来到

【Max · 力荐】
不要忘记那些瞬间"
1292274,幸福终点站,2004,美国,"喜剧,剧情,爱情",8.8,644869,146,https://movie.douban.com/subject/1292274/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2181698213.jpg,posters/1292274.jpg,,,,,,https://movie.douban.com/top250,2026-05-06 14:00:05,"【听雲 · 力荐】
无形撩妹，最为致命

【玻樱 · 推荐】
航站楼是监狱也是城堡，他用过期签证守住了所有承诺。

【泡芙猫猫 · 力荐】
在困境中坚守乐观

【Breakfast · 推荐】
除了女主的三观有点令人不适外，整体看了很开心，很喜欢这种小人物互帮互助的故事，卡魔拉美炸了！"
25986180,釜山行,2016,韩国,"动作,惊悚,灾难",8.6,1355091,147,https://movie.douban.com/subject/25986180/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2360940399.jpg,posters/25986180.jpg,延尚昊,孔刘 / 郑裕美 / 马东锡 / 金秀安 / 金义城 / 崔宇植 / 安昭熙 / 崔奎华 / 郑锡勇 / 芮秀贞,,118分钟,,https://movie.douban.com/top250,2026-05-06 14:00:05,
3287562,神偷奶爸,2010,美国 法国,"喜剧,动画,冒险",8.7,1050375,148,https://movie.douban.com/subject/3287562/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p792776858.jpg,posters/3287562.jpg,皮埃尔·柯芬 / 克里斯·雷纳德,史蒂夫·卡瑞尔 / 杰森·席格尔 / 拉塞尔·布兰德 / 朱莉·安德鲁斯 / 威尔·阿奈特 / 克里斯汀·韦格 / 米兰达·卡斯格拉夫 / 达纳·盖尔 / 艾尔西·费舍尔 / 皮埃尔·柯芬,,95分钟,,https://movie.douban.com/top250,2026-05-06 14:00:05,
25814707,小森林 冬春篇,2015,日本,剧情,9.0,422257,149,https://movie.douban.com/subject/25814707/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2258078370.jpg,posters/25814707.jpg,,,,,,https://movie.douban.com/top250,2026-05-06 14:00:05,
1303037,喜宴,1993,中国台湾 美国,"剧情,喜剧,爱情,同性,家庭",9.0,434154,150,https://movie.douban.com/subject/1303037/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2249048907.jpg,posters/1303037.jpg,李安,赵文瑄 / 归亚蕾 / 郎雄 / 金素梅 / 米切尔·利希藤斯坦 / 迈克尔·加斯顿 / 许永德 / 尼尔·赫夫 / 李淳 / 汉娜·沙利文,,108分钟,,https://movie.douban.com/top250,2026-05-06 14:00:05,
5989818,萤火之森,2011,日本,"剧情,爱情,动画,奇幻",8.8,613908,151,https://movie.douban.com/subject/5989818/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1675053073.jpg,posters/5989818.jpg,,,,,,https://movie.douban.com/top250,2026-05-06 14:00:05,
4268598,告白,2010,日本,"剧情,悬疑",8.8,746511,152,https://movie.douban.com/subject/4268598/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p689520756.jpg,posters/4268598.jpg,,,,,,https://movie.douban.com/top250,2026-05-06 14:00:05,"【溜达维希 · 力荐】
看到小女孩出现就发现我看过这部小说，还是惊艳的，最喜欢爆炸回溯那段，质感拍的太绝了

【冥冥夜鸣 · 力荐】
我从未想过，这种大段大段自述的电影，我会一点不快进的把他看完。
    恰到好处的背景音乐配合着剧中角色的自述，即使在一开始就给出了作案方式、凶手，但依然会想看下去。每个局中人的心理、想法被娓娓道来，偏阴暗的色调。
    原来我一直期待着老师的复仇，我期待复仇来的更猛烈些。只是美呆选择和渡边在一起有点没能理解，是暗指两人是同类吗？
   我听见重要的东西消失的声音，不是啪嚓，是咚锵！
   以直报怨，以德报德。以德报怨，何以报德？

【L. · 推荐】
充满黑色压抑的气氛，好看

【魔法小芒果干 · 力荐】
整个电影有正常人吗😅 不要靠近变态啊啊 快速远离就对了！"
